UniquePC,Date,Time,GroupNo,Group Condition,zTreeSubject,zTreePC,QualPC,IndiDec,TimeConfirmIndividualDecisionOK,Expl1,Expl2,Expl3,GrpDec,Age,Gender,GRP1,GRP2,GRP3,GRP3_rs,GRP4,GRP4_rs,GRP5,GRP5_rs,GRP6,GRP7,GRP7_rs,GRP8,GRP8_rs,GRP9,GRP9_rs,GRP10,GRP11,GRP12,GRP12_rs,GRP13,GRP14,GRP_total,MA,BLF1,BLF2,AC,CK,EI,Don,WA,V2,V3,V4,SC0_0,SC0_1,SC0_2,Q51,Q42,Q41_1,Q41_2,Q41_3,Q41_4,Q12_1,Q12_1_rs,Q12_2,Q12_2_rs,Q12_3,Q12_4,Q12_4_rs,Q12_5,Q12_5_rs,Q12_6,Q12_7,AOM_total,Q43_1,Q43_2,Q43_3,Q43_4,Q13,Q15,Q14,Q44_1,Q44_2,Q44_3,Q44_4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q45_1,Q45_2,Q45_3,Q45_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,EWV_ductile,EWV_elastic,Q46_1,Q46_2,Q46_3,Q46_4,Q16_1,Q16_2,Q16_2_rs,Q16_3,Q16_3_rs,Q16_4,Q16_5,Q16_6,Q16_6_rs,Q16_7,Q16_7_rs,Q16_8,Q16_9,Q16_9_rs,Q38_1,Q38_2,Q38_3,Q38_3_rs,Q38_4,Q38_4_rs,Q38_5,Q38_6,Q38_6_rs,Q38_7,Q38_7_rs,Q38_8,Q38_9,NFC_total,Q47_1,Q47_2,Q47_3,Q47_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q48_1,Q48_2,Q48_3,Q48_4,Q36_1,Q36_2,Q36_2_rs,Q36_3,Q36_4,Q36_4_rs,Q36_5,Q36_6,Q36_7,Q36_8,Q36_8_rs,Q39_1,Q39_1_rs,Q39_2,Q39_3,Q39_3_rs,Q39_4,Q39_4_rs,Q39_5,Q39_6,Q39_6_rs,Q39_7,STS_total,Q49_1,Q49_2,Q49_3,Q49_4,Q18,Q16_4,Q16_5,Q16_global,Q17_4,Q17_5,Q17_global,Q19_4,Q19_5,Q19_global,Q20_4,Q20_5,Q20_global,Q21_4,Q21_5,Q21_global,Q22_4,Q22_5,Q22_global,Q23_4,Q23_5,Q23_global,Q24_4,Q24_5,Q24_global,Q25_4,Q25_5,Q25_global,Q26_4,Q26_5,Q26_global,Q27_4,Q27_5,Q27_global,Q28_4,Q28_5,Q28_global,Q29_4,Q29_5,Q29_global,Q30_4,Q30_5,Q30_global,Q31_4,Q31_5,Q31_global,Q32_4,Q32_5,Q32_global,KPF_global_total,Q50_1,Q50_2,Q50_3,Q50_4,Q1,Q2,Q3
101,260516,1300,44,1,1,3,105,1,-77,The current atmospheric CO2 concentration of 400ppm is a result of 4GtC/year absorption of CO2. Since the 4 graphs shown stated a constant 5GtC/year absorption of CO2 ,"which is higher than the current absorption rate, the atmospheric CO2 concentration will go below 400ppm if CO2 emission rate stays constant. ","Hence, CO2 emission should increase slightly for atmospheric CO2 to stabilise at 420ppm.",1,22,1,,,,,,,,,,,,,,,,,,,,,,,,3,68,3,2,20%,20,Perspectives on the seriousness of climate change and the willingness of people to offset negative consequences that humans have brought upon the natural environment,26/05/2016 12:42,26/05/2016 13:24,1,0,0,0,105,1,43.746,101.433,102.443,8,5,3,5,3,6,3,5,5,3,6,6,32,9.387,125.979,187.236,5,$0.05,32,5,1.163,43.915,45.01,11,3,2,1,2,1,1,3,1,1,2,20.805,110.641,111.63,13,4,2,4,2,3,4,4,4,2,3,1,3,23,13,9.911,127.795,130.036,18,6,4,6,8,2,4,6,3,7,4,6,4,4,6,6,6,5,5,2,8,4,3,7,4,6,6,6,101,9.167,55.579,56.234,9,3,2,1,1,2,1,2,3,11.681,11.681,12.801,1,6,6,2,5,3,5,6,5,6,3,5,2,6,5,4,4,3,5,5,3,5,3,73,14.006,60.29,62.099,17,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,0,1.756,5.868,6.769,3,22,2,2
102,260516,1300,45,1,1,4,402,4,-1085,"Currently, the CO2 emission is double absorption every year. At this rate, 120ppm C02 surplus is accumulated in the atmosphere in the course of 100 years. If the ratio doesn't change,","I suppose the CO2 concentration in the next 100 years must be much higher than 420ppm, expecting to 520ppm? So, if a goal of 420 pp, is set with the unchanged CO2 absorption,",the CO2 emission must be reduced as shown in graphic D.,4,28,1,,,,,,,,,,,,,,,,,,,,,,,,4,80,3,2,0%,25,"It's about climate change, people's understanding and behaviours toward this cause. It is supposed that the ability of people involvement will be determined by their understanding and their \""kind of\"" personal pattern of decision making.",26/05/2016 12:43,26/05/2016 13:41,1,0,0,0,402,1,11.404,238.092,239.58,31,4,4,2,6,6,2,6,3,5,7,4,38,32.368,393.106,496.524,8,10,12,5,16.223,216.579,230.729,16,3,1,2,2,1,1,2,1,1,2,29.274,202.968,256.339,12,4,1,4,1,5,4,3,5,1,1,1,1,25,6,54.454,438.425,441.32,34,7,3,7,4,6,4,4,5,5,4,6,7,4,6,8,5,7,3,3,7,5,3,7,5,5,7,7,106,29.745,116.136,141.823,8,4,1,1,1,1,1,1,1,16.66,347.787,348.411,20,4,1,7,7,2,6,7,7,6,4,4,3,5,7,2,6,2,6,6,1,7,3,88,23.957,119.389,119.932,26,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,13,1.812,11.819,12.623,3,28,2,2
103,310516,1100,46,1,1,2,404,2,-303,"The lines for absorption and emmission have the same gradient, meaning they would be stabilisation unlike A (where it would slowly increase) or C (where it would decrease).",And unlike D there is a difference of what looks like 4.2 between the emmissions line and the absorption line which suggests it would stabilise at 420ppm unlike,D which would seem to stabilise at 0.,2,21,3,,,,,,,,,,,,,,,,,,,,,,,,4,84,3,2,20%,5,People's reasoning skills and understanding of some mathematics,31/05/2016 10:44,31/05/2016 11:15,1,0,0,0,404,1,5.89,41.17,42.877,11,1,7,1,7,6,2,6,3,5,5,4,40,4.129,41.456,41.954,4,5,47,5,3.176,33.632,34.903,10,2,1,1,2,1,1,3,1,1,1,6.91,47.493,48.503,12,4,4,5,1,4,4,3,5,1,2,1,2,25,11,6.578,85.175,85.62,22,7,4,6,3,7,6,7,5,5,2,8,7,4,6,7,6,3,7,2,8,7,3,7,5,5,5,6,117,6.85,43.067,46.722,8,4,1,1,2,2,1,1,1,6.02,63.608,65.612,18,5,2,6,6,2,6,6,6,5,4,4,2,6,6,1,7,6,2,7,1,7,6,85,10.624,60.563,61.803,27,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,2,1,1,2,1,1,15,2.09,9.05,10.461,3,21,2,2
104,310516,1100,47,2,1,1,401,1,-416,I chose figure A because the CO2 emissions line is increasing steadily and it isn't like the atmospheric concentration just stabilised at the year 2000. ,There were still emissions occuring and so it would take longer for the changes to show in the graph., ,3,19,1,4,4,2,4,3,3,1,5,4,2,4,4,2,2,4,4,4,1,5,4,4,55,3,4,84,3,2,40%,15,Working in groups to discuss and come to a conclusion about the topic of climate change and see if individual ideas differ from a group setting.,31/05/2016 10:38,31/05/2016 11:19,1,0,0,0,401,1,14.524,51.54,53.278,8,3,5,5,3,5,1,7,5,3,5,5,33,23.975,121.204,133.285,3,5,24,100,4.307,44.226,46.825,10,3,3,3,2,1,1,2,1,1,1,7.6,73.567,75.058,12,4,3,4,3,4,4,4,4,1,2,2,2,24,13,6.712,116.144,117.328,31,4,3,7,2,8,7,7,4,6,2,8,8,3,7,8,8,3,7,3,7,7,2,8,4,6,6,6,125,14.843,64.242,65.673,8,4,2,1,1,1,1,1,1,14.823,128.885,129.886,17,6,3,5,5,5,3,4,5,4,3,5,3,5,7,3,5,3,5,5,3,5,5,74,25.626,91.931,94.356,25,1,2,1,1,2,1,1,1,2,0,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,1,1,0,2,1,1,1,2,0,1,2,0,8,2.1,8.868,10.216,4,19,4,2
105,310516,1100,47,2,2,3,403,2,-412,"Graph B shows a difference of around 4 between the lines, therefore this would level the CO2 emmisions at about 420ppm. ", , ,3,18,2,5,5,2,4,2,4,1,5,5,3,3,3,3,1,5,5,5,1,5,4,5,63,2,4,80,3,2,10%,25,Group cohesion and decision making ,31/05/2016 10:42,31/05/2016 11:18,1,0,0,0,402,1,8.199,45.727,47.081,15,1,7,1,7,7,1,7,1,7,7,7,49,9.445,78.827,113.668,3,$10.00,47,100,5.056,32.056,40.566,10,3,1,1,1,1,1,2,1,1,1,10.182,68.46,69.799,13,5,4,5,1,4,5,2,5,1,2,1,1,26,10,10.018,86.546,87.072,29,9,1,9,9,1,9,9,1,9,1,9,9,2,8,9,9,2,8,7,3,9,1,9,1,9,9,9,146,12.61,69.233,70.282,8,4,1,1,2,1,2,1,1,9.563,98.495,99.199,17,7,1,7,7,2,6,7,7,4,1,7,2,6,7,1,7,7,1,5,5,3,7,88,43.403,117.097,117.378,30,1,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,0,2,1,1,2,1,1,13,1.828,8.396,9.128,3,18,6,1
106,310516,1230,48,4,1,1,401,1,-3925,"If the goal is 420ppm and we are currently at 400ppm that means that we can increase CO2 concentration by 2, but at a slower rate. Option A was the only option that ","presented this. Option B imples that CO2 concentration remains the same (at 400ppm) , and C and D show that CO2 is reduced from the current concentration.", ,4,20,1,4,5,3,3,1,5,3,3,5,1,5,4,2,3,3,5,5,1,5,4,4,58,4,4,76,3,2,50%,10,I find climate change an interesting topic and I am happy to see (from what people wrote) that other people seemed concerned about it. \r\nI found the 4 graphs 2 confusing at first especially since they followed Figure 3 which had a different axis. But I suppose that was my mistake. \r\nIt would be interesting to see what you were measuring and the results that you derive. ,31/05/2016 11:53,31/05/2016 12:50,1,0,0,0,401,1,5.871,78.363,83.484,11,5,3,3,5,7,1,7,3,5,7,4,38,5.025,131.663,164.632,4,5,47,100,7.057,75.544,91.638,10,3,1,2,2,1,1,1,1,1,2,16.817,121.864,123.41,12,4,3,4,1,2,2,4,5,1,2,1,1,21,9,13.778,183.169,186.297,23,6,4,6,4,6,5,8,5,5,4,6,5,4,6,6,6,4,6,5,5,7,4,6,4,6,7,8,110,12.97,76.089,89.296,9,4,1,1,1,1,1,1,1,9.063,145.061,148.141,22,6,1,7,6,3,5,7,6,5,2,6,4,4,6,3,5,2,6,5,2,6,6,86,25.299,127.641,130.554,16,1,2,1,1,1,2,0,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,2,1,1,2,1,1,13,1.86,14.54,16.488,3,20,6,2
107,310516,1230,48,4,2,3,403,4,-4072,The GraphD is good because the emission of co2 decreases so we can lead a better life with certain amount than exceeded.If the emission of co2 decreases from the industrial area ,"it would be more benifit to the natural environment  that protucts from the natural calamaties,natural disaters.here in this graph  both the emission and absorption are at the same level","that does not make any harm to humans,if there are more human acitives that increases the co2 that causes damage to the real worls.",4,23,1,5,3,2,4,4,2,1,5,5,4,2,4,2,1,5,5,5,5,1,5,5,54,3,4,100,3,2,0%,25,This study is about the emission and absorption of co2 that effects the human life and this is all about the study of environmental changes and human activites that causes great effect to the natural environment.,31/05/2016 11:49,31/05/2016 13:46,1,0,0,0,403,1,439.17,776.625,816.51,36,4,4,7,1,7,1,7,1,7,7,1,34,11.66,187.236,233.186,4,10,24,100,5.501,5.501,7.604,1,3,1,3,1,1,1,1,2,2,1,23.382,192.351,196.561,13,5,1,5,1,5,5,5,4,1,4,1,5,29,13,35.537,399.426,411.746,73,3,9,1,6,4,2,9,3,7,2,8,6,6,4,3,9,7,3,3,7,9,3,7,9,1,7,3,93,2027.443,2247.048,2248.663,9,4,1,1,1,1,1,1,1,216.546,681.417,683.242,16,7,2,6,6,1,7,7,7,1,1,7,2,6,6,6,2,6,2,6,1,7,7,84,14.667,127.884,130.189,42,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,2.485,15.861,16.985,3,23,4,2
108,310516,1230,48,4,3,4,404,4,-3919,"The CO2 concentration STABILIZING at 420ppm by 2100 means that by 2100, the CO2 concentration is neither increasing nor decreasing - this can only be accomplished if the amount",of CO2 being absorbed is exactly equal to the amount of CO2 being emitted. Graph D is the only one that shows a scenario where the amount of CO2 absorbed by 2100 is the same as,"the amount of CO2 emitted in 2100. In the other graphs, the CO2 emitted remains greater than absorbtion, indicating a continued increase in atmospheric CO2.",4,40,2,5,5,2,4,4,2,1,5,2,5,1,4,2,3,3,2,2,1,5,4,2,44,4,4,92,3,2,30%,0,I think the study is about how people perceive the issue of climate change and whether or not their views and perceptions can be swayed by the arguments of their peers.,31/05/2016 10:42,31/05/2016 12:44,1,0,0,0,403,1,7.826,45.418,46.515,7,2,6,2,6,7,2,6,3,5,7,6,43,11.713,57.248,74.017,3,5,47,5,2.977,52.897,55.2,11,4,1,2,2,1,1,3,1,1,2,6.389,77.549,82.199,13,4,1,4,1,2,4,4,5,1,1,1,1,23,6,10.391,139.881,140.769,24,9,3,7,2,8,8,9,3,7,1,9,8,2,8,7,2,5,5,2,8,6,1,9,4,6,7,8,131,12.068,43.661,46.246,8,4,1,1,1,1,1,1,1,7.705,113.276,114.184,15,7,1,7,7,2,6,7,7,6,1,7,1,7,3,1,7,1,7,7,2,6,6,97,8.928,94.155,96.243,18,1,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,1,2,0,5,2.4,9.92,10.789,4,40,6,1
109,310516,1230,48,4,4,2,402,4,-3834,The question asks which graph shows a stable CO2 concentration. In order for the system to be at an equilibrium the emmissions released must be equal to the emissions absorbed.,"All of the 3 other graphs show CO2 emmisions greater than those being absorbed, so over time the concentration of CO2 would continue to increase. These other graphs will show a","slowing of the increase in atmopsheric CO2 concentrations, but not a stablisation.",4,25,2,5,4,1,5,3,3,3,3,3,4,2,4,2,3,3,3,3,1,5,2,3,46,4,4,92,3,2,20%,25,"Seeing how well people understand the balance between the increase in emissions and the overall increase in atmospheric CO2, and what needs to be done in order to prevent atmospheric concentrations from further increases. It helps put the focus on absorption of emissions instead of only the direct emissions themselves to highlight the balance in the system.",31/05/2016 11:49,31/05/2016 12:54,1,0,0,0,402,1,10.907,127.601,136.467,12,3,5,2,6,6,1,7,4,4,5,4,37,1.73,111.848,191.304,4,5,47,5,4.37,35.93,70.344,12,3,1,1,2,1,1,2,1,1,2,6.854,154.869,197.895,15,5,3,4,2,3,5,4,5,1,3,1,2,26,12,13.369,290.462,291.878,39,8,3,7,4,6,8,7,5,5,2,8,7,3,7,6,5,5,5,4,6,6,3,7,4,6,6,7,117,10.507,74.162,87.249,13,4,1,1,1,1,1,1,1,7.254,190.17,198.891,29,6,5,3,7,2,6,5,7,4,2,6,2,6,5,5,3,3,5,7,5,3,6,79,8.334,92.88,94.872,17,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,3.931,5.019,11.079,2,,,
110,310516,1230,49,2,1,6,206,1,-144,"CO2 emissions resulting from human activitiy will increase continously because the population grows continuosly , thier is possibility of industrial revolution  and more chance of FOSSIL fuel burning.",SO the emission from 1900 to 2100 will incerese and it is doble for the absoption . And the it will increase continuously untill futher prection to be taken to reduce the CO2.Due to these reasons Ichoose FigureA , ,3,24,1,4,4,3,3,3,3,2,4,5,3,3,5,1,3,3,4,4,4,2,4,5,49,1,4,92,3,2,30%,0,All the study is about the climate change issues.\r\nhow it is happening and what the reasons and precutions need to be taken to avoid the climate change.And how the Humans are effecting the Environment by their Activities.,31/05/2016 10:53,31/05/2016 12:50,1,0,0,0,206,1,11.536,96.147,97.3,19,4,4,7,1,4,3,5,3,5,4,7,30,12.199,97.144,153.13,4,0.1,12,100,8.364,64.14,65.604,11,3,1,3,1,1,1,1,1,1,1,27.522,168.467,169.582,17,5,2,3,1,5,5,3,4,1,4,1,2,25,11,21.176,228.523,229.547,43,5,7,3,6,4,9,8,8,2,5,5,6,9,1,7,1,8,2,5,5,3,1,9,7,3,2,8,83,18.725,98.158,99.142,9,4,1,1,2,2,1,1,1,14.21,147.419,148.669,17,6,2,6,4,1,7,3,4,4,2,6,7,1,7,4,4,4,4,3,1,7,3,69,39.116,86.404,88.63,18,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,2.186,17.675,19.679,4,24,3,2
111,310516,1230,49,2,2,7,207,3,-396,Figure C is my choice. The atmospheric CO2 contration level rises from 400ppm to 420ppm by the year 2100. The difference is 20ppm which is a small difference So I think the CO2 ,"emissions level will decrease to an amonut that is slghtly above the CO2 absorption level.  In addition, the emission level is unlikey to be equal to absorption level .", ,3,22,2,3,4,4,2,2,4,2,4,4,3,3,3,3,2,4,3,3,2,4,3,3,47,3,3,72,3,2,10%,0,It is about carbon dioxide concentration level in the earth and more likely link to climate changes. It make students to make a decision themselves  first and then discuss with a peer to come up a final decision. This study encourages group discussion and make students more aware of the climate changes.,31/05/2016 10:53,31/05/2016 13:53,1,0,0,0,207,1,2656.74,2711.923,2713.717,18,3,5,3,5,5,3,5,3,5,5,4,34,1.777,118.746,125.844,6,10,47,5,3.709,48.63,49.854,15,2,1,1,2,1,1,1,1,1,1,20.53,88.459,88.876,14,5,1,4,1,5,4,5,4,1,1,1,2,27,7,40.117,177.966,178.6,27,4,4,6,7,3,6,5,5,5,2,8,8,3,7,6,5,5,5,5,5,5,2,8,5,5,7,7,105,9.514,65.042,65.937,10,3,1,1,1,1,1,1,1,12.099,154.576,155.27,17,4,1,7,4,2,6,6,6,5,4,4,2,6,6,3,5,5,3,6,2,6,4,78,44.796,94.682,95.185,28,1,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,1,0,1,2,0,1,2,0,0,1.84,6.777,7.619,3,22,4,1
112,310516,1600,50,2,1,1,401,4,-1064,"I hold the view that because we aim to reach about 420ppm Co2 emission should be decrease sudenly, so by comparing the 4 diagrams it is clear that B and C are not true  ",and diagram A  is fulse as well., ,4,32,2,4,4,4,2,2,4,2,4,4,1,5,4,2,1,5,4,4,3,3,4,4,53,4,4,68,3,2,50%,25,It is about environmental impact.,31/05/2016 14:42,31/05/2016 16:26,1,0,0,0,401,1,16.747,85.291,86.459,11,2,6,4,4,6,4,4,5,3,5,4,32,25.621,110.347,119.828,4,10,24,100,9.4,86.511,86.974,12,3,1,1,1,1,3,3,1,1,1,27.687,244.477,245.223,13,4,2,4,4,3,4,3,4,5,3,1,4,22,19,22.73,294.284,295.451,25,7,7,3,5,5,6,7,3,7,2,8,6,5,5,5,6,7,3,4,6,5,2,8,7,3,7,6,103,34.891,145.954,147.681,8,4,2,1,1,2,1,1,2,21.84,336.406,337.288,17,6,2,6,5,5,3,4,2,4,3,5,3,5,7,2,6,4,4,5,3,5,3,70,63.709,112.029,115.653,16,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,3.151,13.286,17.299,3,32,6,1
113,310516,1600,50,2,2,2,402,4,-1032,"For the CO2 concentration to stabilize at all, there needs to be an equilibrium in the input and output of CO2 of the system. D is the only graph which shows the eventual equilibrium ","between the two. The concentrations will continue to rise until the equilibrium is reached, which is why the concentration will end up being higher than present day, even though the",emissions are on a steady decrease to the 4GtC/year mark.,4,21,1,3,3,1,5,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,5,3,45,4,5,96,3,2,30%,10,"attitudes toward climate change causes, consequences and mitigation ",31/05/2016 14:42,31/05/2016 16:14,1,0,0,0,402,1,7.087,73.354,76.892,24,5,3,1,7,7,1,7,1,7,7,5,43,21.095,127.496,139.777,7,0.05,47,5,3.444,38.54,39.666,12,3,1,1,2,1,1,2,1,1,2,10.18,92.381,93.814,12,5,4,4,1,2,2,1,5,1,1,1,1,19,9,6.388,112.853,114.086,42,6,1,9,1,9,8,9,4,6,2,8,8,2,8,7,9,3,7,2,8,8,7,3,3,7,6,9,135,11.128,51.129,52.08,9,5,1,1,1,1,1,1,1,8.34,96.044,99.957,18,6,1,7,7,2,6,7,7,7,1,7,1,7,7,1,7,1,7,7,2,6,6,101,5.497,68.425,70.194,18,1,2,1,1,2,1,1,2,1,1,1,2,0,1,2,0,1,2,0,1,2,0,2,1,1,2,1,1,1,2,0,1,2,0,2,1,1,2,1,1,2,1,1,1,2,0,2,1,1,9,1.911,5.759,6.819,3,21,6,2
114,170816,1430,51,1,1,1,402,2,-593,I chose B because of the amount of gigatonnes per year. Graph B shows about 8 gigatonnes per year where the PPM for carbon dioxide is 420. In the real world the carbon dioxide is ,400PPM with 8 gigatonnes per year and i figured that the gigatonne amount per year would not be much different. Graph B was closest to this giggatonne amount (at 8) so i decided to ,choose that one. ,2,18,2,,,,,,,,,,,,,,,,,,,,,,,,4,60,2,2,20%,25,I think the purpose of this study is too test ones knowledge and how they feel about climate change. I think it also has the aim of finding out how far people are willing to go in order to stop or to not stop it ,17/08/2016 14:17,17/08/2016 14:42,1,,,,402,,10.907,53.209,54.678,10,4,4,2,6,4,2,6,4,4,7,4,35,8.347,29.859,66.476,3,10,24,100,5.306,30.345,35.328,11,2,3,1,1,1,1,1,1,1,1,9.46,63.907,65.213,12,4,3,4,2,4,4,3,5,1,2,2,1,24,11,6.984,85.568,86.935,19,6,4,6,5,5,5,6,6,4,4,6,5,6,4,7,4,7,3,4,6,7,5,5,8,2,5,5,91,8.609,42.929,45.442,10,4,1,1,1,1,1,1,1,6.633,81.192,82.456,17,6,5,3,6,2,6,5,7,4,2,6,6,2,7,2,6,5,3,6,3,5,5,77,12.698,60.105,61.441,16,,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,2.386,8.417,10.094,3,18,6,1
115,170816,1430,52,2,1,6,206,1,-1835,I am relatively confident in my decision of Figure A for a number of reasons. If we currently have roughly 400ppm CO2 emissions and are aiming for a 420ppm emissions rate stabilised,"by 2100, the value would obviously increase slightly. Figure B displayed a plateau from 2000 onwards of 400ppm, while figure C and D both showed a decline of emissions towards ","2100. This in turn, left figure A the only rational decision in my opinion. ",1,19,1,3,4,1,5,5,1,1,5,3,5,1,4,2,3,3,4,3,2,4,3,3,44,1,3,80,2,3,20%,5,The mindset different backgrounds of people have on climate and changing climates. To find out if theres a certain category of people that share similar views regarding the changing climate.,17/08/2016 14:14,17/08/2016 14:43,1,,,,206,,5.141,49.173,50.622,13,4,4,1,7,5,2,6,4,4,6,4,36,4.304,47.184,64.178,3,10,24,100,3.139,28.643,29.89,10,3,1,1,1,1,1,1,1,1,1,11.768,82.008,82.795,15,4,2,4,2,5,5,4,5,2,2,2,3,27,13,6.592,91.176,92.306,27,3,3,7,7,3,1,2,2,8,7,3,4,8,2,2,2,9,1,6,4,2,4,6,6,4,1,2,57,7.349,48.589,50.373,9,3,2,1,2,1,1,1,1,7.18,95.124,98.108,20,5,4,4,6,6,2,5,7,7,4,4,5,3,7,2,6,5,3,5,3,5,5,74,14.403,52.619,52.979,17,,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,1.66,6.404,8.272,3,19,6,2
116,170816,1430,52,2,2,5,205,3,-1747,"In order to maintain an atmospheric CO2 level of 420ppm by 2100, we require the difference between CO2 emissions and absoprtion to be considerably different at first and then also stabilise over time."," Furthermore, the CO2 emission levels would also need to decrease overtime as absorption levels remain constant. ",The only graph which applied to my description above was Graph C. ,1,19,1,5,5,1,5,1,5,1,5,5,2,4,4,2,4,2,5,5,1,5,4,5,62,1,4,80,3,3,10%,5,"Decision making about the issue of climate change, particularly about CO2 emissions.",17/08/2016 14:17,17/08/2016 14:46,1,,,,205,,8.488,74.904,76.698,12,4,4,3,5,7,2,6,3,5,7,4,38,10.022,124.91,141.023,7,10,47,100,7.17,48.41,49.769,11,3,1,1,2,1,1,3,1,1,1,16.197,91.109,91.887,14,3,2,2,1,4,4,4,5,1,3,1,1,22,9,9.235,120.619,121.45,23,6,3,7,3,7,7,7,5,5,3,7,7,3,7,6,6,4,6,2,8,5,1,9,3,7,6,6,119,14.322,69.218,71.096,8,3,1,1,1,1,1,1,1,12.139,101.675,102.595,16,7,3,5,7,3,5,7,7,6,4,4,2,6,7,1,7,2,6,7,2,6,4,91,22.006,75.99,77.536,16,,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,16,1.99,9.917,10.802,3,19,6,2
117,170816,1600,53,4,1,1,401,4,-3481,"I chose Figure D because for the emissions to stabilise an equilibrium must be met and maintained, meaning the absorptions and emissions outputted must cancel eachother out to stop the base amount of 400ppm from exceeding 420ppm or declining even.", , ,4,18,1,4,4,3,3,1,5,1,5,5,4,2,3,3,3,3,5,3,1,5,2,4,53,4,4,72,2,2,20%,15,How people percieve climate change and how they come to conclusions and agreements about the motions to adress it,17/08/2016 14:13,17/08/2016 16:16,1,,,,401,,3.744,50.08,52.009,11,3,5,2,6,6,1,7,4,4,6,4,38,5.9,86.747,216.211,5,10,24,100,4.216,41.903,43.329,10,3,1,3,2,1,1,3,1,1,2,8.536,61.2,62.562,13,5,2,4,1,4,4,3,4,1,2,1,1,24,8,6.852,90.181,91.426,23,8,4,6,7,3,2,5,8,2,4,6,6,5,5,5,4,3,7,2,8,6,3,7,3,7,9,5,101,10.701,66.173,68.548,10,4,1,1,2,2,1,1,1,5.457,5.457,8.236,1,6,1,7,7,1,7,6,6,7,4,4,1,7,7,5,3,3,5,6,4,4,2,84,12,53.303,55.559,18,,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,0,2.443,6.883,8.559,3,18,6,2
